comment,isPositive
mengalami kerusakan berulang viewernya bersihkan cache manual memakai memory ram mobile legendhaduhcs silahkan coba lagimirip layanan telkomsel anti,0
game capit jalan keterangan gangguan jaringan game lancar pesanan dibatalkan checkout,0
mengkhawatirkan kebijakan pusat pengembalian barang dana pembeli hati hati seller produk dicek dikirim dirusak pembeli seller dipaksa menerima beberapa stiker wajib unboxing ditempel paket agen pusat komplen bukti lanjutan video unboxing wajib langsung menyetujui pengembalian dari pembeli rugi seller,0
saldo spaylater desember desember kenaikan limit tolong konfirmasinya janji limitnya,0
online shop terbesarterpopuler kekurangan pelayananterutama keamanan toko penipu memanfaat fitur merugikan konsumen berbelanja,0
kali kecewa penjualnya bertanggung barang lengkap dichat direspon menyesal dipercaya,0
bantu pengembalian barangdana customer penjual keenakan mainin customer ampe pengembalian confirm tetep diem penjual on,0
kali buka apl gangguan perbaikan des buka harap diperhatikan,0
kalinya instal ulang dibukamana orderan nyampe ditambah pengembalian dana yana transfer apa belumpadahal kaya begini top semuanyakenapa kaya begini yaorderan pengembalian dana,0
pembatalan pembelian seminggu pemesanan pembayaran alasan seller batalkan alasan ekspedisi cek ekspedisi on proses pesan harga amatiran,0
aplikasikan berat lambat beli pulsa food pesen kayak begini lebihbaik pindah ijo eventnya kebanyakan berat,0
kasih bintang kasih bintang kali nyesel bayar qris shopeepay device narik dana cancle jawabannya melulu marah nyelesaiin uang tolong kerjasamanya perikemanusiaan tingkatin,0
senang bintang peraturan pesanan cod ambil gudang ngambilnya kurir terang tertarik,0
ngeselin terror penagih shopeepaylatter iya tenggak nelpon lunasin emosi tumben bayar tenggak tolong displin kang tagihnya kemarinmarin kayak begitu,0
profesional checkout spaylater informasi pemberitahuan tunggakan spaylater alasan memakai spaylater infokan kecewa,0
pikir belanja belanja bayangkanternyata payah kebanyakan stok kosong dipajangmau belanja chat penjual stok gkblsnya lamapenjual adabegitu dibayar bbbrp jam kosongmau narik uang verifikasi kartutandapenduduk sekelas sim indonesia berlaku shopeebank segitunyaharusnya paham kartutandapenduduk skrng seumur hidupkan buram,0
shoppee gajelas belanja shoppee pay later barang biaya penanganan rb pas barang terima masi bayar denda ngotak kayak ngasi uang penipu,0
barang penjualan dikembalikansekarang tanggal jual barang terus pick up diambilambil kurirnyapembeli nungguinmana tim kerja tanggung jawabiblis tim inimati rezeki berjualan akun anandabudy dikomputer data pick up tanggal des des barang diambil dikirim berapa,0
belanja lumayan enakproduknya sesuai harganya kecawanya vocher gratis ongkoskirim disetiap produkmohon diperhatikan kesalahannya,0
penipusaya ketipu beli baju kirim bbeli tumbler kirim pas konfirmasi diem rugi tokonya diam ajasaya ikhlas pokoknya rugi,0
pengguna kecewa ongkirnya melejit mahal update mengecewakan serasa beli ongkoskirim bonus barang wkwkwk,0
belanja kecewa pengiriman cepat minggu tolong koreksi jasa pengiriman barang,0
update muncul improve apapun saban dibuka tetep lambat mp laen upload selesai menit menit masih muter buka kategori dansebagainya kelemahan diperbaiki bos diemin rajin update idem kabeh,0
beli uang elektronik uang masuk toll shopey pay potong mengajukan dana tolak uang juga masuk Cuma kali transaksi juga,0
kecewa karena barang beli sesuai foto lampirkan penjual pengembalian barang tolak mohon informasi shopy bukti foto terima,0
ditipu saldo tagihan juta bayar diawal limit dikembalikan juta status tagihan berganti lunas tertulis lunas sperti menuntut penipuan nyata,0
kali belanja kaya begini barang nyampe rumah dngan alasan barang hilang begitu laporin krna menyanggut pekerjaan kurir tolong perbaiki semoga baca tanggapan,0
bedamasa beli produk diskon pembayaranakun langsung batasigak pesen barang apapun lagisemua beli bayar sesuai,0
hai beli pulsa listrik disuruh update update knapa tetep disuruh update klik update,0
buruk muterbegitu susah mslah initerutama sesi chat customersangat mengecewakansering membingungkan,0
maaf kasih bintang karena pesan pesanan rumah mintai uang pesanbeli gratis bayar,0
kemarin pas event blanja shophee krna tergiur televisi diskon jt ituh kesemptan beli hp jualan dunkudah bayar barang sampaihati seneng dunk dpet diskonehh beberapa hari toko telpn suruh bayar hp kirim dtlpn sperti hutang sajapas lihat notif uang refund pas lihat rinciannya batalkan shophee otomatis syok bayar full penjual menipu publik,0
gbisa login nomor hp akun ujung ujungnya gbisa belanja masukkan nomor hp duluudah dapat nomor verifikasi otp pas diisi teruskesel benar beli,0
nambah aneh login verifikasi scan code qr akun login coba orang login tolong penjelasannya habis hapus hp diriset download pas login suruh scan code qr akun dilogin tolongg,0
kesini kecewa voucher food minimal pembelanjaan sampai ujung sampai gakk sampai namanya menjebak buay topup shopeepayy daritadi gakk kesini buruk kualitasnya,0
transaksi kemarin nominalnya kebijakan mengecewakan member gold kecewa mirisnya pengajuan paylater berulangkali tolak ongkoskirim mahal gratis ongkoskirim berhenti menguinstallnya pindah lazada tokopedia,0
ketentuan kebijakan hancur jasa kirim hemat hapus tersedia reguler aneh fitur pemilihan jasa kirim otomatis menghemat pembeli menambah biaya pembeli ongkoskirim mahal ongkoskirim reguler tampat mahal bos pengguna hancur nyesel persis kaya marketplace,0
memaksa tampilan user interface friendly coba diringankan loading berat ram hape gb ram plus gb menyalahkan jaringan,0
tekopedia harga ongkoskirim kemahalan lazada pengiriman harga murah cari barang ketik langsung auto hapus tekan angka kali detek namanya cacat,0
maaf ini verifikasi nyusun fazel sampai cobak nyusun nyusun begitu daftarlogin,0
kecewa member platinum gratis ongkirnya shopeepay latter pay bayar transfer bank gratis ongkoskirim,0
beli pulsa xl sehari masukdi chat cs disuruh menunggu harikatanya cek tim terkaittim terkait becus kerja pertahankantim terkaitnya goblok goblogsegara urus woekeburu kerja,0
shoppepay bayar barang beli tetep anehhh perbarui gih nyesel mengisi shoppepay,0
apliksi buka ngeleg gakbisa digerakak internet lancarcara,0
sekarang ribet mau verifikasi susah scan barcode dulu scan muka muka sendiri tetap gbisa kbuka hadehh hp terus scan barcode ngrti balikin kayak dulu kasih otp klik link langsung bisaaa,0
pembeli kecewa kebijakan kelonggaran pengemasan barang penjual penjual santai menurunkan kualitas pelayanan pembeli butuh barang cepat dikirim sepele penjual batas pengemasan,0
sekian dipakai ribet update jasa pengiriman salahin jaringan internet aplikasinya lemott malas belanja belanja keperluan kerja,0
lumayan sich aplikasixtp memberatkan blanja ongkirx thu melebihi harga barang belikadang ongkirx mncapai lipat dari blnjaanjdx kdang berpikir blnja bkanlah solusi trbaikiklan aktifgembar gembor gratistp gratisx thu dari mna hongkong,0
kecewa pelanggan setia kali ngajuin pay later tolak pindah lazada akulaku ngajuin lazada paylater langsung keterima kasih limit juta akulaku limit juta pokoknya kecewa,0
sungguh adil acara kemarin sayah kecewa pas goyang allhamdulilah jura pas umumkan orang menang pdahal juara sayah sungguh kecwa adil acara kamrin,0
hai shoppee pengguna dapat toko jual barang palsukw sesuai deskripsi toko tolong tindak lanjutin buktikan menjual barang original kehilangan toko daripada user terima kasih,0
akun jam logout login penjual dirugikan pemberitahuan pesanan gmail tetep login merugikan,0
kecewa baju pesan notif pengiriman tanggal desember artinyaa harganya pegang uang sepeserpun coba tolong balas bingung banyakkk masalh,0
berguna lambat lambat kali pengguna lambat perbaiki dong permasalahannya shoppepay latter lolos,0
jelass pembayaran shopeepay saldo mencukupi padalah sampai darimana maunya dilebihin iyakesel sumpah mengisi shopeepay capek metode pembayaran uang penanganannya kecewa,0
top up saldo tanggal des saldo masuk lapor disuruh tunggu jam jam saldo masuk uang rek diambil uang kecewa kendala cepat ditangani belanja susah takut top up dana mohon tanggap admin owner shopen,0
ramah penjual dimana barang rating dihapus penjelasan alasan mengada begitu tingginya biaya layanan memperbaiki pelayanan memperburuk terimakasih,0
eror buka profil eror layar putih mencari produk eror putih wifi internet pribadi juga eror device asus rog mohon penjelasannya,0
what kenapa order tampilan pketnya error cma tulisan paket kirim jakarta sortir sampai kebwah jadi bingung paket nyampe manaketerangannya bingung jadi kapan nyampenya mohon perbaiki padahal update the star will remain one until everything is really,0
chat pusat bantuan kalitapi perubahannyabahwa login seller centre android mencetak label pengirimangak biasanyadulu bisadikasih bintang bintangnya banggakanpermohonan bantuan tanggapijadi kasih bintang sebelahdi tokopediabukalapaklazada langsung cetak label pengirimangak pergi versi lengkap,0
kecewa niat jualan live menambah masukan batasi blokir ngk live ngk co tf uang toko lainrugi uang aduin tanggapanny super lamaminta akun lamasaya berharap akun laku laku jualan usahajika peletakan judul tolong informasikan main blokir,0
parah diupdate logout login verifikasi gambar puzzle bisa digeser email cs solusinya ribet perusahaan login susah mengalami kendala tolong dipersulit,0
sinyal aman aman nge lag kayak da sinyal mksdnya hah sebelah lancar jaya inalillahi nge lag ini mau bayar,0
hii maaf kasi bintang pas buka tibatiba login login kemarin beli barang untung sampai suruh login wktu coba login disuruh ituin puzzle begitu gajelas,0
kecewa fitur barunya video minus ig dasarnya sosial media youtube berbagi video belanja ikutan video sejenis buka video disuguhkan video video norak danlainlain platformnya sendirisendiri gausah nekoneko,0
jaringan login tidakbisa pencet log in mengisi username passwor muncul kali tulisan jaringan bermasalah tolong perbaiki server down,0
hilangkan biaya penanganan cod seru biaya penanganan cod memuaskan benci lamalama muak pindah tokopedia belanja lamalama ku kecewa,0
kerjasama perusahaan xltelkomse karena pengguna menunggu perilisan paket khusus lumayan menarik gamenya boros dikouta kouta khusus pengguna untungkan,0
permisi min tolong periksa mohon maaf maksudnya yatiba akun block masuk akun pelanggaran Cuma pesen shopeefood akun tolong min terimakasih,0
parah food bner lihat jalan ojek dimana konfir sama beli makanan diambil orang driver nyebut nama nerima iya iya laper bget ngirim profesional grab gojek rugi berkali kali kayak bgini,0
top up ribu via alfamart selalu gangguan sii berhari gangguan tiep pergi alfa memang tidakbisa yaa kasi ilangin ktentuan top up ribu bayar shopeepaylater saldo shopeepay juga lambat nungguin khwtir nanti kena denda mohon diperbaiki,0
berat aplikasinya game datanya gb keatas disaat flash sell sinyal drop diakses normalnya servernya down proses terhenti proses berlanjut internet,0
pesan barang kena tipudan uang utuhseller toko order barang blokir shopeepertanggung pemberitahuan email kode otp siapapunmakan itu pemberitahuanintinya uang hilang kembalikampretttttttttttttttt,0
sumpah kesel pesanan dibatalkan mksdnya coba begitu nomor diblokir hubungin cs tetep enakin belum selesai ngobrol cs main tutup sopan,0
benerin food seleksi driver benar bayar makanan anterin murah enak nungguin makan selesai sesuai titik pengiriman nerima nlpon driver bantuan customer service benerin sdm buka jasa layanan makanan lebihbaik buka mengecewakan,0
pemesanan datangnya bangetada kurir seminggu datangrugi bayar ongkirshoope memberikan gratis ongkoskirim gratis ongkirnya Cuma kepotong ribu sajabayar ongkoskirim mahal mahal barang lambatsangat mengecewakan,0
akun kena fox kesalahan apapun saldo pay hilang kecewa berat tolong perbaiki nyadan tolong kembalikan akun nama muamyxvcv terimakasih pelanggan kecewa,0
tolong perbaiki performa gagal proses kembalikan pilihan layanan jasa expedisi pengiriman random shopeenya,0
isi mengurang agen shopeenya belanja game Cuma saja ter kali belanja game bulannya belanja kemarin kalinya uang saldo mengurang mikir pesanan habis bayar kasir isi saldo,0
aplikasinya buruk akun dibekukan pelanggaran apapun akun verifikasi kartutandapenduduk member platinum mengajukan banding ditolak alasan masuk akal dirugikan hak konsumen dirampas,0
permisi mohn maaf kenapa voucher gratis ongkoskirim min tidakbisa dipake kecewa tidakbisa chek out karena sistem pembayaran memenuhi syarat syarat sistem cod habis ngundang temanbuat dapetin voucher tidakbisa dipake tolong kenapaaa,0
aturan peduli seller pengajuan pengembalian bareng dari buyer disetujui seller tanpa ribut proses pengembalian bareng buyer dikasi jam dikirim juga seller sungguh was nyaman bareng elektronik bisa modif buyer akibat kayak begini komplain cs kaku aturan kecewa sellermikir jualan elektronik nd butuh seller,0
kasian terpelihara orangorang nalar akhirahir estimasi terima paket sesuka hati jauhdekatnya alamat pembeli tanggal order medan estimasi terma pesanan tanggal tulis ulasan jarak tempuh medankabanjahe jam perjalanan estimasi orang beli barang butuh cepat menunggu kerusakan pengiriman,0
pengembalian dana lambat barang dikembalikan terima tanggal menunggu jam sumpah lambat uang kembalikan tolong namanya penipuan dm instagram respon chat agent solusi disuruh menunggu menunggu terima,0
langganan beli ksh bntang maaf ubah bintangnya karena kesel disc sd rb min blnja nntikan jam setiap klaim jm belum dtik voucher selalu habis juga klaim niat ksh voucher tolong perbaiki nanti baru ubah bintangnya,0
fitur spaylater berfungsi baikmasalah pengaktifan bertele ditolak kali alasan diketahuijika developer data lbhbisa kirimkan tolak xn pengajuanya dtolak real humanpengguna,0
apl taekkkkkndak lancar lemotklo komplain pembeli lambat sinyalgagal upload selalu tanggapantp pembeli komplain penjual menipu barang tanggapan sekaliberarti maling,0
maaf bintang jumat minggu kemarin habis nyoba beli makanan shopeefood voucher dikasih sabtunya akun tidakbisa log in dicoba kali tetep tidakbisa alasannya akun tinjau menyalahi aturan bingung begini pemberitahuan email ter vertifikasi email berita email,0
beli voucer gratis ongkoskirim maksudnya gmna program penipuan pengalaman buruk beli kaos toko kaosnya kwlitasnya busuk retur dipersulit hati sngat merugikan,0
trauma belanja disinikarena kejadian saldo shopeepay kepotong pembelian barangbarangnya tibatiba dibatalkan penjual barang saldo hilang kemanasistem security sistem situs menjamin data saldo aman hacker penipu,0
maaf turunkan bintang transfer va bisa alasannya sistem perbaikan manual suruh menunggu layanan cs dihubungi alasannya sibuk terus dalam melayani konsumen dibatalkan juga bisa,0
permainan tanam tipu menyiram panen ujungnya dapa rp promonya jt sampai penipuan adakan promo memanipulasi member malu reward permainannya sesuai promonya jt main ujungnya hampiwlr main perak penipuan,0
aneh login macam verifikasi akun transaksi tulisannya mencurigakan anehhh verifikasi masuk pemilik akunnya,0
lumayanhanya pengiriman ku payaaaah membebaskan customer memilih via pengiriman nentuin jt pelayanan jt terburuk merugikan smpe customer pindah lainsorry,0
komplain shopeepay later sihgila bunganya opsi beli bayar bunga rp woy jujur kecewa beda november bunga kisara rp ajabalik kya dong,0
penipu sopheepay juta mendadak hilang akun mendadak hilang tunggu jam akun lapor polisi beritakan mediasosial penipuuuuuu penipu pencuri,0
belanja geratis ongkirnya Cuma harga kena ongkoskirim coba akun teman cek barang ditoko ongkirnya berbeda maksudnya member gold,0
pengalaman belanja kalinya sebelah kesini buruk toko ngirim barang sesuai pesanan iklanya barang sesuai kembalikan taunya susah ganti vocher juga bohong syaratnya sulit persyaratan berbelit gratis ongkirpun bohong vocer gratis ongkirnya bodoh dari online sebelah sebelah,0
banyak dosanya banyak bohong php pengguna dapat hadiah hadiahnya receh masker rinso danlainlain begitu ongkirnya nanggung segede gunung dapat hadiah masker soklin lah warung rumah juga barang sedangapa harus ambil hadiah shoopee berani kulkas televisi atau begitu kaya bohongnya flash sale harga rupiah henpon dalam sedetik habis ditulis habis terjual menit wkkw mbak judi,0
member gold sekrg voucher dipakai juga tipu promo tipu rp rupiah hp laptop danlainlain dibeli eh tipu saja beli beli eh habis terjual begini tipu orang serba rb menang terus uang balikin belum shopeepay uang tersesat anjing,0
inipakai expres standar tanggal kemarin sampaiini tanggal sampaidi penjelasan besokternyata besoknya batalkan besoknya lagisampahh,0
maaf berhubung pelayanan memuaskan bintang turunin mohon koreksi sistem pengiriman customer kecewa terima kasih,0
parah freeze nomor respond pesan kirim seller kali berstatus mengirimkan foto berstatus gagal mengirim parah mencari developer perbaiki,0
terpaksa edit kecewa bintang orderan dibatalkan limit tanggal status orderan xjam tanggal pembayaran orderan dibatalkan adeh kali kasih deadline putusin pembeli bayar,0
kecewa sama pengiriman bukanny mkin cpat smpai smakin paket bnyak macet jasa kirim lambat pdhal pengguna stia kcwa krna pengiriman barang sngat,0
kecewa beli paket data mahal setatus proses sehari janagn beli shoopy ratusan ribu beli kekonfir setatus proses hubungi cal center suruh tunggu sampai ganti ijo,0
aneh voucher gratis ongkoskirim langsung bayar shopeepay mesti top up full voucher hello hello,0
akun terbelokir hubungi admin diproses sampai bisapas hubungi admin hubungi admin diblokir nomer sayatolong diproses mengecewakan pengguna,0
selma nyaman belanja kendala jaringan dana toko cairkan masuk shopeepay keterangan gagal dana penghasilan toko berkurang rugi begini tolong perbaiki sistemnya,0
kakak laporan ditipu penjual radit beli showcase seharga rb penjual batalkan perubahan suruh membayar shoppee walett barang dikirim narang mohon tolong bagimana melaporkan uang,0
tolong diakuratkan dipercepat informasinya lihat paket belum nympai tmpat sortir dikota sudh dtang sja kerumh dirumah paketnya paket cod perkiraan mnurut lihat dishoppe belum dikota diomel sama kurirnya tlg diperbaiki sgera,0
tolong respon cepat apa konsumen bnyak kecewa pemilik tokojngan menuggu pemilil toko respon lngsung menghubungi pemilik toko itu respon langsung blok pemilik toko bermasalah,0
tolong saldo shopeepay saldo mencukupi harga belanjaan keterangannya saldo tarik kecewa,0
hatihati belanja seller penipuan via pay penjual dipelihara ditindak salahkan pelanggan ditipu jutaan rupiah pesan barang dikirim,0
kecewa parah username irshacell berbelanja total juta mengajukan spaylater tolak alasan masuk akalpadahal kartutandapenduduk pinjol kecewasedangkan rekan Cuma belanja ratusan ribu kartutandapenduduk orang berhasil mengaktifkan spaylater dimana kebijakanyah,0
akun nomor telepon keesokan harinya akun nonaktifkan login username akun username generate sistem pemesanan normal topup ribu rupiah menghubungi cs membutuhkan username generate random skenario bug kehilangan akun dimatikan fitur generate id usr otomatis,0
ongkoskirim mahal milih cek out jadi kadang ongkoskirim murah juga tetep hitungan rb cepat murah dari rb gtu cek out saldo shopeepay sesuai harga normal voucher sedangapa isi sisa kepake ngeselin potong gratis ongkoskirim saldo jadi sisa situ mengisi sesuai harga normal mengisi shopeepay potong juga masi ribetin kaya gtu,0
kecewa aplikasinya jualan giliran chekout aneh komplen csnya eh kejelasan sifat membantuterlalu bertele pelayanan,0
delay aplikasinya ganggu buka youtube lancar giliran buka delay fiturnya aplikasinya delay kecewa,0
asik kayak voucher gratis ongkoskirim ongkirnya rp voucher gratis ongkoskirim ongkirnya ongkoskirim potong ongkoskirim voucher jawa barat jawa barang kg masak ongkoskirim ribu coba kembaliin pilih jasa kirim kaya ranting bintang nanti berubah ganti,0
member platinum sekali kecewa berat pengembalian dana selasai sebulan tanggal nov sampai follow up ig live chat tetap ajaa selesai uang dimakan hilang jt saja mudah mudahan,0
penipuan penjual chat whatsapp telepon scan barcode promo klaim garansi alasannya chat agen tanggapan abaikan tindak nyaman risih,0
sebenernya nyaman masuk akun isi shopeepay kemarin akun masuk chat operator jawabannya muter penyelesaian kode otp gagal kode otp sms wa nich min member platinum mohon bantuan penyelesaiannya kak,0
permisi admin mesan suruh batalkqn pesanan sellernya sungguh mengecewakan paket terima status kirim kali orang butuhkan pelanggan harap lanngsung terima situ tolong perbaiki pindah tookoh lapak nyesel download,0
tolong ganti username username ku norak ambil facebook paham malu username temanteman belum ganti tetep kasih bintang,0
tanggal desember cekout pembayaran via tf bank bca dicek otomatis ttpi status pesanan belum berubahblm bayar pagi tepatnya tanggal belum berubah lapor chat agen shopeelalu dialihkan isi formlapor via telepon juga tetap perubahan suruh menunggu jam cek jam tepatnya tanggal pesanan dibatalkan otomatis shopeepadahal bayarbagaimana uang angus,0
berhenti buyer alasannya pengajuan barang sulitnya ampun belinya mudah penanganan komplain pembatalan pembelian sulitnya dikemas penjual membatalkan alasannya notifikasi seringkali pengajuan pembatalan tertulis kolom chat perbaikan ux intinya mudah membeli menghabiskan uang,0
benarbenar kecewa transaksi pembayaran shopeepay saldo mengejar diskon voucher chekout tertulis pay tersedia refresh berkalikali,0
penjual mengambil keuntungan kmi pembeli rugikan barang dijual mudah rusak misteri boox mengambil keuntungan barang kuat foto video tolong perbaiki produk jual orang rugikan perhatikan jualan online blok akun mengambil keuntungan membrikan efek jera,0
payah nomor telepon rubah pengiriman barang penjahatkelamin nomor alamat rubah pesan barang hari alamat benar alamat berubah ngeselin menunggu alamat nomor telepon rubah berubah rubah ngeselin ini,0
bintang nol kasih bintang nolllllongkirnya mahall pdhal voucher tetep mahallllshopee kesini malahhh jadi jelek bgttt jasa kirimnya nentuin sendiricuma kargo sama reguler mahallllljadi males sama,0
lambat fitur nyagame lahapa lambat beli susah ampun leeeeemmmmmot akun belanja akun seller pisahseperti mp lzd lemotsangat menyita,0
itu hutang spay later syok kasih sudi bayarrr kecewa pesan barang loggout masuk riwayat pesanan model cod satunya spay later spay later sudi bayar loggout,0
ecommerce terburuk akun blokir alasan uang hilang beli barang barang kirim sesuai pesanan palsu retur uang susah kali uang hilang retur,0
updatetp performa sama lemotsuper lemotbuka chat lemoootbuka macm lemooootgak kayak sebelah smoothkl user komplain jwbnnya suruh clear cacheclear datatp kenyataan hp user dong aplikasinya cek performanya sampahbangkai,0
puas belanja kali kecewa jual barang palsu balikin dana ribet bangetdulu bintang bintang,0
kayak adil begitu masak beli barang situ transfer barang tulisan dikemas saldo kepotong tolong diperbaiki terimakasih kasian uangnya nyesel beli,0
kecewa nyapadahal sinyal kuat lamaaaaaaaaaa membuka foto video mencari produk update peningkatan pening lihat loading update lambat loading nyaaplikasi tolol,0
versi terbaru login verifikasi wajah disitu tertulis update google playstore versi terbaru coba menit versi terbaru tolong diatasi permasalahan terima kasih,0
shoppay tanam mwaktu tanam jamdan beli air koin menit panentp panen rp lebihbaik panen sekalianrp dptudh habis koin bnyak beli airpanen rpharusnya cepat panen hasilnya memuas kan,0
keluhan notifikasi chat pembeli terlambat muncul muncul buka appnya pesan pembeli kesannya slow respon appnya penjual slow respon chat masuk mohon perbaiki,0
top up masuk dananya menunggu jam hub cs via live email via email via telpon disuruh menunggu kerja eh kerja penangan kendala ini faham kendalanya bilangnya cek tim cek tim pelayanan keluhan lambat responnya,0
sumpah kurir nambah nambah bayar cod dikasih pas ngotot begitu ribet nganternya tolong males belanja mall barangnya ori,0
kecewa penggunanya kok kebijakannya merosot mengisi shopeepay sesuai total belanjaan dapat free ongkoskirim voucher potonganlah kok tetep dipakai shopeepay cs saldo shopeepay total pembelanjaan dipotong voucher gunanya voucher lebihbaik duludari custemer pindah kesebelah semua,0
komen keluhan min voucher ongkoskirim langsung potonglahngisi kakak dipotong nanggung hello tolong dong saldo shopeepay melewati harga barang voucher free ongkoskirim syarat shopeepay voucher freeong dipakai saldo shopeepay saldo cekout,0
mengecewakan sekalipembayaran transfer malam menghindari pembatalan pembeliannamun proses transfer berhasil sesuai kode virtual account billing jam transaksi pembelian verifikasi sekaliakhirnya pembelian batalkan shopeepadahal uang masuk,0
login verifikasi mempermudah mempersulit ntah verifikasi bertele,0
sampah Cuma beli pulsa flash sale top up bayar ehh dapat notif aktifitas mencurigakan anjink butuh uninstal kacau pindah sebelah toko ijo bangsat memang uang asw,0
top up shopeepay masuk disuruh menunggu jam oke tunggu eh pas hubungin csnya putus hubungin bantu laporan manajemen rbu ntah kabarnya,0
